Transaction ID;Country;Amount (USD);Transaction Type;Date of Transaction;Person Involved;Industry;Destination Country;Reported by Authority;Source of Money;Money Laundering Risk Score;Shell Companies Involved;Financial Institution;Tax Haven Country
TX0000000173;South Africa;1.443.373.640.509.890;Cash Withdrawal;8/1/13 04:00;Person_8068;Oil & Gas;Russia;False;Illegal;4;9;Bank_23;Switzerland
TX0000000174;Singapore;38.262.092.664.291.200;Cryptocurrency;8/1/13 05:00;Person_7224;Real Estate;UAE;False;Legal;7;1;Bank_326;Switzerland
TX0000000175;South Africa;4.488.441.727.179.940;Offshore Transfer;8/1/13 06:00;Person_9862;Oil & Gas;China;False;Illegal;3;9;Bank_266;Luxembourg
TX0000000176;India;3.911.812.322.913.540;Offshore Transfer;8/1/13 07:00;Person_6027;Arms Trade;UAE;False;Illegal;10;4;Bank_429;Luxembourg
TX0000000177;UK;1.132.897.250.118.590;Cash Withdrawal;8/1/13 08:00;Person_6;Oil & Gas;Switzerland;False;Illegal;9;7;Bank_129;Bahamas
TX0000000178;Brazil;10.203.179.203.134.300;Property Purchase;8/1/13 09:00;Person_9606;Casinos;UAE;False;Legal;3;5;Bank_59;Panama
TX0000000179;UK;16.912.636.162.664.800;Cash Withdrawal;8/1/13 10:00;Person_4131;Oil & Gas;Brazil;True;Illegal;3;3;Bank_19;Panama
TX0000000180;UAE;13.198.231.559.691.800;Cash Withdrawal;8/1/13 11:00;Person_7143;Finance;USA;False;Illegal;7;7;Bank_66;Singapore
TX0000000181;India;3.302.534.621.913.550;Offshore Transfer;8/1/13 12:00;Person_6582;Oil & Gas;USA;False;Legal;9;2;Bank_379;Singapore
TX0000000182;China;36.224.468.577.780.800;Property Purchase;8/1/13 13:00;Person_9659;Construction;China;False;Illegal;10;6;Bank_130;Switzerland
TX0000000183;India;37.692.350.876.362.500;Property Purchase;8/1/13 14:00;Person_9923;Finance;Brazil;True;Illegal;10;9;Bank_210;Switzerland
TX0000000184;China;4.965.901.351.999.210;Property Purchase;8/1/13 15:00;Person_1787;Finance;Singapore;True;Illegal;5;3;Bank_243;Singapore
TX0000000185;India;2.849.529.150.930.550;Offshore Transfer;8/1/13 16:00;Person_2820;Luxury Goods;Singapore;False;Illegal;4;6;Bank_265;Panama
TX0000000186;India;3.613.991.708.361.340;Offshore Transfer;8/1/13 17:00;Person_3964;Construction;UAE;False;Legal;4;8;Bank_326;Panama
TX0000000187;UAE;7.787.434.648.999.850;Cryptocurrency;8/1/13 18:00;Person_5228;Arms Trade;Switzerland;False;Legal;1;4;Bank_298;Bahamas
TX0000000188;UAE;13.009.828.650.797.700;Property Purchase;8/1/13 19:00;Person_6606;Casinos;Singapore;True;Legal;2;3;Bank_355;Cayman Islands
TX0000000189;Brazil;25.539.382.682.620.700;Cash Withdrawal;8/1/13 20:00;Person_410;Finance;USA;False;Legal;6;8;Bank_24;Singapore
TX0000000190;China;15.376.244.715.826.200;Cryptocurrency;8/1/13 21:00;Person_8177;Arms Trade;USA;False;Legal;10;8;Bank_219;Panama
TX0000000191;Singapore;5.934.620.517.219.910;Stocks Transfer;8/1/13 22:00;Person_9423;Oil & Gas;UAE;False;Illegal;3;0;Bank_126;Luxembourg
TX0000000192;Brazil;22.694.319.874.265.500;Stocks Transfer;8/1/13 23:00;Person_3564;Construction;Switzerland;False;Legal;6;4;Bank_284;Luxembourg
TX0000000193;Russia;31.449.124.975.079.800;Offshore Transfer;9/1/13 00:00;Person_2048;Real Estate;Singapore;False;Illegal;10;2;Bank_457;Luxembourg
TX0000000194;Russia;2.156.079.139.283.320;Property Purchase;9/1/13 01:00;Person_6558;Finance;UK;True;Legal;4;1;Bank_257;Bahamas
TX0000000195;Singapore;30.703.622.383.732.100;Property Purchase;9/1/13 02:00;Person_1994;Construction;India;False;Legal;3;5;Bank_257;Bahamas
TX0000000196;Singapore;20.818.696.935.822.500;Stocks Transfer;9/1/13 03:00;Person_7847;Luxury Goods;UK;False;Illegal;1;5;Bank_220;Panama
TX0000000197;UK;24.560.268.594.029.100;Cryptocurrency;9/1/13 04:00;Person_163;Luxury Goods;Russia;False;Illegal;10;9;Bank_150;Cayman Islands
TX0000000198;India;4.262.280.153.850.900;Cash Withdrawal;9/1/13 05:00;Person_9931;Finance;UAE;False;Legal;3;3;Bank_127;Switzerland
TX0000000199;South Africa;4.832.212.965.774.040;Stocks Transfer;9/1/13 06:00;Person_7630;Luxury Goods;South Africa;True;Illegal;10;7;Bank_109;Bahamas
TX0000000200;Russia;27.951.117.962.402.000;Property Purchase;9/1/13 07:00;Person_8403;Finance;Brazil;False;Illegal;8;7;Bank_241;Cayman Islands
TX0000000201;Singapore;26.619.664.602.862.900;Stocks Transfer;9/1/13 08:00;Person_7642;Finance;India;True;Illegal;2;9;Bank_453;Singapore
TX0000000202;China;4.740.313.050.512.590;Offshore Transfer;9/1/13 09:00;Person_6517;Oil & Gas;South Africa;False;Illegal;1;7;Bank_8;Bahamas
TX0000000203;Singapore;37.412.321.048.370.600;Property Purchase;9/1/13 10:00;Person_9335;Casinos;UK;True;Illegal;3;0;Bank_196;Cayman Islands
TX0000000204;Switzerland;8.687.217.892.586.300;Offshore Transfer;9/1/13 11:00;Person_7186;Construction;China;False;Illegal;5;9;Bank_462;Cayman Islands
TX0000000205;China;4.633.505.741.599.940;Stocks Transfer;9/1/13 12:00;Person_1647;Casinos;UAE;False;Legal;9;4;Bank_337;Switzerland
TX0000000206;UK;20.272.620.544.101.200;Property Purchase;9/1/13 13:00;Person_3750;Real Estate;Switzerland;False;Legal;2;9;Bank_134;Singapore
TX0000000207;South Africa;22.057.440.369.331.800;Offshore Transfer;9/1/13 14:00;Person_2828;Construction;South Africa;False;Legal;2;8;Bank_48;Panama
TX0000000208;Singapore;3.597.485.053.375.300;Offshore Transfer;9/1/13 15:00;Person_9291;Casinos;Singapore;True;Illegal;4;8;Bank_495;Singapore
TX0000000209;Brazil;3.996.614.577.242.200;Offshore Transfer;9/1/13 16:00;Person_5231;Real Estate;China;False;Illegal;3;2;Bank_139;Switzerland
TX0000000210;Russia;30.537.473.121.711.600;Stocks Transfer;9/1/13 17:00;Person_6031;Arms Trade;Switzerland;False;Illegal;2;1;Bank_294;Luxembourg
TX0000000211;Singapore;6.217.571.828.824.480;Property Purchase;9/1/13 18:00;Person_6068;Casinos;China;False;Illegal;4;5;Bank_402;Bahamas
TX0000000212;Switzerland;70.644.010.063.542;Stocks Transfer;9/1/13 19:00;Person_8787;Arms Trade;China;True;Illegal;10;2;Bank_386;Cayman Islands
TX0000000213;Singapore;36.086.350.803.515.900;Property Purchase;9/1/13 20:00;Person_3776;Real Estate;Russia;False;Illegal;1;0;Bank_262;Switzerland
TX0000000214;India;23.367.072.358.474.700;Stocks Transfer;9/1/13 21:00;Person_3495;Finance;South Africa;False;Legal;9;3;Bank_182;Cayman Islands
TX0000000215;Singapore;10.342.219.997.222.500;Cash Withdrawal;9/1/13 22:00;Person_3519;Finance;Russia;False;Illegal;2;5;Bank_453;Panama
TX0000000216;Singapore;3.608.225.269.966.580;Offshore Transfer;9/1/13 23:00;Person_5001;Real Estate;South Africa;True;Legal;4;4;Bank_102;Singapore
TX0000000217;Singapore;2.690.235.548.214.380;Property Purchase;10/1/13 00:00;Person_27;Oil & Gas;UK;False;Legal;7;5;Bank_324;Cayman Islands
TX0000000218;UK;8.489.689.260.769.030;Cash Withdrawal;10/1/13 01:00;Person_5632;Luxury Goods;UK;False;Illegal;5;2;Bank_344;Switzerland
TX0000000219;USA;2.720.645.630.273.290;Offshore Transfer;10/1/13 02:00;Person_997;Construction;South Africa;True;Illegal;9;3;Bank_421;Singapore
TX0000000220;China;26.823.863.136.573.800;Cash Withdrawal;10/1/13 03:00;Person_9003;Real Estate;Russia;False;Illegal;10;0;Bank_196;Singapore
TX0000000221;Russia;4.019.924.126.016.250;Stocks Transfer;10/1/13 04:00;Person_2423;Oil & Gas;Russia;False;Legal;9;9;Bank_280;Switzerland
TX0000000222;Brazil;4.804.904.548.131.510;Stocks Transfer;10/1/13 05:00;Person_6674;Real Estate;UAE;False;Illegal;4;8;Bank_111;Switzerland
TX0000000223;Russia;3.020.179.323.811.920;Property Purchase;10/1/13 06:00;Person_6845;Casinos;Brazil;False;Illegal;2;6;Bank_118;Switzerland
TX0000000224;China;19.728.482.535.480.600;Cryptocurrency;10/1/13 07:00;Person_7901;Construction;Switzerland;True;Illegal;7;9;Bank_174;Bahamas
TX0000000225;India;479.322.194.919.027;Cryptocurrency;10/1/13 08:00;Person_3532;Arms Trade;South Africa;False;Illegal;3;9;Bank_331;Cayman Islands
TX0000000226;South Africa;20.615.237.006.397.200;Property Purchase;10/1/13 09:00;Person_9921;Real Estate;South Africa;False;Illegal;9;1;Bank_61;Singapore
TX0000000227;Singapore;374.694.438.676.356;Offshore Transfer;10/1/13 10:00;Person_1;Real Estate;USA;False;Legal;9;5;Bank_200;Luxembourg
TX0000000228;USA;1.240.949.692.425.740;Cash Withdrawal;10/1/13 11:00;Person_4750;Construction;Russia;False;Illegal;8;7;Bank_72;Luxembourg
TX0000000229;South Africa;28.231.916.130.563.600;Cash Withdrawal;10/1/13 12:00;Person_7006;Construction;South Africa;False;Illegal;6;5;Bank_238;Luxembourg
TX0000000230;India;36.097.420.570.730.200;Property Purchase;10/1/13 13:00;Person_9107;Arms Trade;USA;False;Illegal;3;3;Bank_264;Luxembourg
TX0000000231;South Africa;23.954.778.748.045.200;Property Purchase;10/1/13 14:00;Person_860;Finance;Russia;True;Legal;7;8;Bank_422;Cayman Islands
TX0000000232;Brazil;4.533.027.517.894.920;Cryptocurrency;10/1/13 15:00;Person_7811;Arms Trade;Switzerland;False;Legal;7;5;Bank_121;Switzerland
TX0000000233;USA;1.501.483.955.502.730;Property Purchase;10/1/13 16:00;Person_3195;Oil & Gas;Singapore;False;Illegal;10;6;Bank_452;Switzerland
TX0000000234;Switzerland;4.848.604.329.112.430;Property Purchase;10/1/13 17:00;Person_6660;Finance;USA;False;Legal;3;0;Bank_155;Luxembourg
TX0000000235;Switzerland;13.220.099.479.594.500;Cryptocurrency;10/1/13 18:00;Person_8666;Finance;USA;False;Legal;6;3;Bank_475;Luxembourg
TX0000000236;Russia;19.751.288.409.824.900;Offshore Transfer;10/1/13 19:00;Person_7648;Luxury Goods;Switzerland;False;Illegal;5;5;Bank_69;Panama
TX0000000237;Singapore;16.822.654.851.830.800;Cash Withdrawal;10/1/13 20:00;Person_3402;Luxury Goods;Russia;True;Legal;6;6;Bank_177;Bahamas
TX0000000238;Singapore;38.094.180.002.676.800;Property Purchase;10/1/13 21:00;Person_5797;Finance;Switzerland;False;Legal;7;5;Bank_69;Switzerland
TX0000000239;Singapore;23.704.248.028.532.900;Cash Withdrawal;10/1/13 22:00;Person_3896;Arms Trade;South Africa;False;Legal;9;2;Bank_305;Luxembourg
TX0000000240;South Africa;7.923.505.703.250.370;Stocks Transfer;10/1/13 23:00;Person_2833;Casinos;China;False;Legal;8;9;Bank_172;Cayman Islands
TX0000000241;UK;2.105.599.223.241.620;Cash Withdrawal;11/1/13 00:00;Person_7580;Casinos;Russia;True;Illegal;9;5;Bank_89;Singapore
TX0000000242;Switzerland;29.032.890.249.152.700;Property Purchase;11/1/13 01:00;Person_1276;Real Estate;Singapore;False;Illegal;9;6;Bank_247;Bahamas
TX0000000243;China;14.411.205.802.912.300;Offshore Transfer;11/1/13 02:00;Person_2439;Real Estate;UAE;True;Illegal;6;1;Bank_300;Cayman Islands
TX0000000244;Singapore;1.126.695.890.833.380;Stocks Transfer;11/1/13 03:00;Person_8887;Arms Trade;Brazil;False;Illegal;7;8;Bank_426;Switzerland
TX0000000245;UAE;41.627.218.127.247.100;Stocks Transfer;11/1/13 04:00;Person_9647;Oil & Gas;India;False;Legal;2;6;Bank_250;Switzerland
TX0000000246;Russia;40.458.243.186.632.000;Cash Withdrawal;11/1/13 05:00;Person_2483;Oil & Gas;UAE;False;Illegal;6;4;Bank_395;Cayman Islands
TX0000000247;USA;20.152.708.814.312.800;Stocks Transfer;11/1/13 06:00;Person_4272;Construction;India;False;Illegal;10;2;Bank_111;Cayman Islands
TX0000000248;Switzerland;17.115.662.252.160.700;Cash Withdrawal;11/1/13 07:00;Person_7497;Construction;India;True;Illegal;6;7;Bank_483;Cayman Islands
TX0000000249;Singapore;41.375.986.176.896.900;Cryptocurrency;11/1/13 08:00;Person_8952;Casinos;South Africa;False;Illegal;10;5;Bank_137;Singapore
TX0000000250;Brazil;25.232.638.975.873.600;Cash Withdrawal;11/1/13 09:00;Person_1195;Finance;Brazil;False;Illegal;9;9;Bank_286;Bahamas
TX0000000251;Russia;4.658.063.731.301.210;Cash Withdrawal;11/1/13 10:00;Person_4792;Oil & Gas;Switzerland;False;Illegal;3;9;Bank_308;Singapore
TX0000000252;Russia;4.743.868.325.232.690;Cryptocurrency;11/1/13 11:00;Person_5837;Oil & Gas;Switzerland;False;Legal;8;4;Bank_53;Bahamas
TX0000000253;UAE;13.893.181.126.343.100;Offshore Transfer;11/1/13 12:00;Person_8545;Casinos;South Africa;False;Legal;10;1;Bank_365;Switzerland
TX0000000254;Brazil;13.477.444.972.293.600;Property Purchase;11/1/13 13:00;Person_7806;Casinos;UK;False;Illegal;3;8;Bank_63;Luxembourg
TX0000000255;South Africa;1.684.759.805.434.040;Property Purchase;11/1/13 14:00;Person_5026;Construction;India;False;Illegal;1;5;Bank_259;Singapore
TX0000000256;Brazil;19.427.777.958.137.500;Cryptocurrency;11/1/13 15:00;Person_8590;Luxury Goods;South Africa;True;Illegal;6;5;Bank_318;Switzerland
TX0000000257;Russia;4.201.427.201.844.370;Cryptocurrency;11/1/13 16:00;Person_2772;Oil & Gas;South Africa;False;Legal;7;9;Bank_443;Switzerland
TX0000000258;South Africa;25.697.843.488.143.900;Stocks Transfer;11/1/13 17:00;Person_1799;Arms Trade;UK;False;Illegal;3;0;Bank_356;Bahamas
TX0000000259;India;17.790.010.648.521.800;Property Purchase;11/1/13 18:00;Person_5724;Luxury Goods;Singapore;False;Illegal;10;7;Bank_212;Luxembourg
TX0000000260;UAE;30.682.375.352.234.700;Cryptocurrency;11/1/13 19:00;Person_8660;Oil & Gas;India;True;Legal;1;8;Bank_300;Bahamas
TX0000000261;Switzerland;32.936.415.952.276.400;Property Purchase;11/1/13 20:00;Person_9034;Finance;China;True;Illegal;4;1;Bank_62;Switzerland
TX0000000262;India;2.905.259.579.980.140;Offshore Transfer;11/1/13 21:00;Person_861;Casinos;India;False;Illegal;10;5;Bank_233;Cayman Islands
TX0000000263;UAE;3.606.929.555.844.580;Stocks Transfer;11/1/13 22:00;Person_1900;Construction;Brazil;False;Illegal;7;3;Bank_13;Cayman Islands
TX0000000264;China;32.526.419.887.535.900;Cryptocurrency;11/1/13 23:00;Person_6143;Arms Trade;Switzerland;False;Illegal;7;9;Bank_33;Luxembourg
TX0000000265;Russia;2.549.936.815.638.590;Cash Withdrawal;12/1/13 00:00;Person_7606;Finance;South Africa;False;Illegal;8;7;Bank_10;Switzerland
TX0000000266;UAE;12.187.714.697.348.200;Stocks Transfer;12/1/13 01:00;Person_7364;Oil & Gas;India;True;Legal;8;1;Bank_424;Panama
TX0000000267;Singapore;16.702.661.809.900.200;Property Purchase;12/1/13 02:00;Person_4914;Arms Trade;South Africa;False;Illegal;7;4;Bank_44;Switzerland
TX0000000268;Russia;2.105.961.227.533.010;Cryptocurrency;12/1/13 03:00;Person_1610;Finance;Brazil;False;Illegal;6;2;Bank_190;Panama
TX0000000269;UAE;11.253.647.994.776.300;Property Purchase;12/1/13 04:00;Person_2810;Arms Trade;India;False;Illegal;9;1;Bank_265;Cayman Islands
TX0000000270;UAE;13.774.715.257.750.400;Stocks Transfer;12/1/13 05:00;Person_4443;Oil & Gas;India;False;Illegal;6;7;Bank_358;Singapore
TX0000000271;Brazil;1.726.047.738.785.470;Cash Withdrawal;12/1/13 06:00;Person_5176;Oil & Gas;Russia;False;Legal;10;6;Bank_448;Panama
TX0000000272;China;4.888.814.461.994.880;Cryptocurrency;12/1/13 07:00;Person_7580;Real Estate;USA;False;Legal;5;5;Bank_187;Switzerland
TX0000000273;Brazil;1.072.816.887.353.960;Property Purchase;12/1/13 08:00;Person_2157;Oil & Gas;Russia;False;Illegal;10;6;Bank_417;Cayman Islands
TX0000000274;Singapore;8.346.903.424.222.410;Cash Withdrawal;12/1/13 09:00;Person_9067;Construction;Switzerland;False;Illegal;10;4;Bank_250;Cayman Islands
TX0000000275;Switzerland;20.477.720.793.477.600;Cash Withdrawal;12/1/13 10:00;Person_9389;Construction;Russia;False;Illegal;6;2;Bank_76;Singapore
TX0000000276;USA;40.991.536.849.939.200;Stocks Transfer;12/1/13 11:00;Person_8843;Construction;India;False;Illegal;6;4;Bank_412;Switzerland
TX0000000277;China;2.848.474.240.688.940;Stocks Transfer;12/1/13 12:00;Person_2470;Construction;India;False;Illegal;6;2;Bank_80;Luxembourg
TX0000000278;UK;12.716.745.386.818.600;Property Purchase;12/1/13 13:00;Person_9044;Luxury Goods;India;True;Illegal;8;1;Bank_395;Singapore
TX0000000279;South Africa;20.701.557.814.580.300;Cash Withdrawal;12/1/13 14:00;Person_1944;Finance;Russia;False;Illegal;9;8;Bank_300;Singapore
TX0000000280;UAE;11.020.064.561.751.300;Offshore Transfer;12/1/13 15:00;Person_2645;Finance;Singapore;False;Legal;6;2;Bank_257;Switzerland
TX0000000281;South Africa;445.546.445.565.395;Stocks Transfer;12/1/13 16:00;Person_3999;Luxury Goods;China;False;Legal;2;2;Bank_228;Luxembourg
TX0000000282;Switzerland;36.824.012.204.438.800;Cryptocurrency;12/1/13 17:00;Person_9994;Casinos;India;False;Legal;2;1;Bank_478;Luxembourg
TX0000000283;China;18.676.023.813.759.800;Cryptocurrency;12/1/13 18:00;Person_5120;Construction;India;False;Legal;8;7;Bank_344;Panama
TX0000000284;UAE;3.698.766.507.829.490;Property Purchase;12/1/13 19:00;Person_5206;Oil & Gas;South Africa;True;Illegal;4;3;Bank_227;Bahamas
TX0000000285;Switzerland;32.498.086.641.722.700;Property Purchase;12/1/13 20:00;Person_3220;Finance;Switzerland;False;Legal;8;5;Bank_332;Bahamas
TX0000000286;China;4.805.578.776.263.780;Offshore Transfer;12/1/13 21:00;Person_8772;Real Estate;Russia;True;Illegal;10;8;Bank_212;Switzerland
TX0000000287;South Africa;14.990.228.422.922.400;Stocks Transfer;12/1/13 22:00;Person_5226;Casinos;South Africa;False;Illegal;9;1;Bank_242;Switzerland
TX0000000288;USA;2.241.806.917.236.060;Cryptocurrency;12/1/13 23:00;Person_6699;Real Estate;Russia;True;Illegal;8;8;Bank_62;Luxembourg
TX0000000289;Singapore;17.260.516.382.739.700;Stocks Transfer;13/1/13 00:00;Person_5597;Casinos;UK;True;Illegal;10;7;Bank_248;Panama
TX0000000290;Brazil;4.812.704.218.573.780;Cryptocurrency;13/1/13 01:00;Person_7075;Oil & Gas;UAE;False;Illegal;9;0;Bank_299;Switzerland
TX0000000291;China;280.646.718.141.009;Property Purchase;13/1/13 02:00;Person_4070;Real Estate;Switzerland;False;Illegal;7;7;Bank_185;Singapore
TX0000000292;China;36.939.605.331.172.500;Cryptocurrency;13/1/13 03:00;Person_9452;Real Estate;South Africa;False;Illegal;7;8;Bank_345;Switzerland
TX0000000293;China;4.658.816.020.253.310;Property Purchase;13/1/13 04:00;Person_2450;Construction;Russia;False;Illegal;6;9;Bank_349;Singapore
TX0000000294;Brazil;41.592.474.502.386.400;Offshore Transfer;13/1/13 05:00;Person_753;Casinos;UK;True;Legal;5;9;Bank_165;Switzerland
TX0000000295;USA;4.210.484.388.696.000;Offshore Transfer;13/1/13 06:00;Person_2904;Arms Trade;India;False;Legal;5;0;Bank_443;Panama
TX0000000296;South Africa;4.911.593.847.644.040;Offshore Transfer;13/1/13 07:00;Person_472;Luxury Goods;Russia;False;Illegal;3;8;Bank_416;Bahamas
TX0000000297;Singapore;4.028.613.311.426.870;Stocks Transfer;13/1/13 08:00;Person_3999;Arms Trade;USA;False;Legal;8;8;Bank_263;Panama
TX0000000298;South Africa;464.147.685.673.459;Stocks Transfer;13/1/13 09:00;Person_4725;Real Estate;Brazil;False;Illegal;2;4;Bank_341;Bahamas
TX0000000299;Russia;4.986.603.707.049.930;Property Purchase;13/1/13 10:00;Person_4615;Real Estate;South Africa;False;Illegal;5;2;Bank_450;Cayman Islands
TX0000000300;Singapore;34.364.847.482.359.200;Cash Withdrawal;13/1/13 11:00;Person_4880;Luxury Goods;Switzerland;False;Illegal;10;9;Bank_121;Panama
TX0000000301;Russia;6.053.212.218.370.660;Property Purchase;13/1/13 12:00;Person_7285;Luxury Goods;Brazil;False;Illegal;10;1;Bank_384;Switzerland
TX0000000302;South Africa;38.971.042.387.857.700;Cryptocurrency;13/1/13 13:00;Person_2601;Oil & Gas;South Africa;False;Legal;9;2;Bank_449;Panama
TX0000000303;China;349.134.776.958.153;Stocks Transfer;13/1/13 14:00;Person_4427;Casinos;Brazil;False;Illegal;4;5;Bank_275;Bahamas
TX0000000304;Russia;649.585.721.517.736;Cryptocurrency;13/1/13 15:00;Person_9719;Arms Trade;South Africa;True;Illegal;5;8;Bank_381;Panama
TX0000000305;India;17.330.436.192.176.500;Stocks Transfer;13/1/13 16:00;Person_817;Construction;India;False;Illegal;8;3;Bank_261;Cayman Islands
TX0000000306;China;37.412.283.638.991.300;Cash Withdrawal;13/1/13 17:00;Person_4498;Construction;Russia;False;Illegal;10;7;Bank_171;Singapore
TX0000000307;UAE;25.758.762.064.091.900;Cash Withdrawal;13/1/13 18:00;Person_3872;Construction;Brazil;False;Legal;1;5;Bank_242;Panama
TX0000000308;South Africa;2.307.210.721.893.690;Offshore Transfer;13/1/13 19:00;Person_2957;Real Estate;USA;True;Illegal;5;5;Bank_430;Luxembourg
TX0000000309;UAE;11.510.416.599.282.300;Cryptocurrency;13/1/13 20:00;Person_33;Construction;Russia;False;Illegal;10;5;Bank_346;Luxembourg
TX0000000310;South Africa;1.133.099.572.625.040;Offshore Transfer;13/1/13 21:00;Person_1935;Luxury Goods;Switzerland;False;Illegal;5;4;Bank_236;Panama
TX0000000311;Singapore;27.757.867.215.402.700;Cash Withdrawal;13/1/13 22:00;Person_1561;Luxury Goods;India;False;Illegal;6;7;Bank_100;Luxembourg
TX0000000312;Switzerland;2.918.340.795.302.280;Offshore Transfer;13/1/13 23:00;Person_5404;Construction;USA;False;Legal;10;2;Bank_325;Cayman Islands
TX0000000313;UK;2.866.106.630.965.670;Property Purchase;14/1/13 00:00;Person_9368;Luxury Goods;UK;False;Legal;1;3;Bank_331;Bahamas
TX0000000314;Russia;16.108.437.371.193.200;Cryptocurrency;14/1/13 01:00;Person_116;Construction;Singapore;False;Illegal;6;4;Bank_315;Cayman Islands
TX0000000315;Russia;18.238.573.450.516.400;Offshore Transfer;14/1/13 02:00;Person_5358;Arms Trade;Singapore;False;Illegal;8;7;Bank_456;Panama
TX0000000316;Russia;4.196.377.562.303.320;Offshore Transfer;14/1/13 03:00;Person_1321;Oil & Gas;UAE;False;Legal;8;0;Bank_292;Luxembourg
TX0000000317;Switzerland;31.802.562.558.446.400;Offshore Transfer;14/1/13 04:00;Person_4229;Arms Trade;India;False;Illegal;3;5;Bank_481;Panama
TX0000000318;Russia;22.990.219.808.758.300;Property Purchase;14/1/13 05:00;Person_8007;Construction;Singapore;False;Illegal;7;5;Bank_462;Switzerland
